,Administrative_Duration_Scaled,Informational_Duration_Scaled,ProductRelated_Duration_Scaled,BounceRates_Scaled,ExitRates_Scaled,PageValues_Scaled,ExitRatesImpute_Scaled,totalFracAdmin_Scaled,totalFracInfo_Scaled,totalFracProd_Scaled,BounceExitAvg_Scaled,BounceExitW1_Scaled,BounceExitW2_Scaled,BounceExitW3_Scaled,BounceExitW4_Scaled,BouncePageRatio_Scaled,ExitPageRatio_Scaled,InfoPageRatio_Scaled,ProdRelPageRatio_Scaled,InfoBounceRatio_Scaled,AdminBounceRatio_Scaled,ProdRelBounceRatio_Scaled,InfoExitRatio_Scaled,ProdRelExitRatio_Scaled
0,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.03130555083530203,0.0,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.34242128775930897,0.3208791612446915,0.2942372435381093,0.13027219210371657,0.14251787967327767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006663134431663751
2,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.006453530567683252,0.3143822387675507,0.1903870765632314,0.0,0.18857643352497802,0.0,0.0,1.0,0.3750550304816877,0.36211264573410334,0.34886097184141557,0.15030742399289662,0.16006983751826034,0.0,0.0,0.0,0.0,0.0,0.0,0.1425539233990966,0.0,0.0011509349829099504
4,0.0,0.0,0.08983381499993195,0.2547888339251608,0.13629308035248514,0.0,0.13538518935581206,0.0,0.0,1.0,0.31554530193320346,0.3037944201874928,0.29158788492005516,0.10685236414033633,0.11415235102171659,0.0,0.0,0.0,0.0,0.0,0.0,0.3149693326459964,0.0,0.02881428261850155
5,0.0,0.0,0.047902192721015,0.23599575112773402,0.08860934713378847,0.0,0.08794741016969049,0.0,0.0,1.0,0.26704589963295555,0.2605408651354048,0.2539038224595732,0.07475294857548256,0.07819973202374537,0.0,0.0,0.0,0.0,0.0,0.0,0.2730425369258199,0.0,0.020636140094824167
6,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.3278417903194718,0.0,0.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.023906348764136606,0.0,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.34242128775930897,0.3208791612446915,0.2942372435381093,0.13027219210371657,0.14251787967327767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005069031615060551
9,0.0,0.0,0.09583621689541796,0.0,0.08248611250360938,0.0,0.08183335169201274,0.0,0.0,1.0,0.21337293133068588,0.1936170683966773,0.17049227681353366,0.05327670230039112,0.06080004896348143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450250547952759
10,0.0,0.0,0.07383393934270126,0.0,0.15505788767776998,0.0,0.15394211513562514,0.0,0.0,1.0,0.3115060481389588,0.28871864768209543,0.2609353148374435,0.1096529292266668,0.12155726160457071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020060412655054365
11,0.0,0.0,0.0748691329641189,0.24971198287077484,0.09178521953651436,0.0,0.09111678030263425,0.0,0.0,1.0,0.2761399100403261,0.2704198742434232,0.2645754094094685,0.07936908160615232,0.0824760492954132,0.0,0.0,0.0,0.0,0.0,0.0,0.30126855608024417,0.0,0.03210885747560997
12,0.0,0.0,0.06333320135090022,0.0,0.0982775696419571,0.0,0.0975919683837114,0.0,0.0,1.0,0.23559614107111268,0.21455276805128415,0.18973594916312755,0.06455668752749728,0.07328907185406841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025623294894814144
13,0.0,0.0,0.03852869073335346,0.0,0.15505788767776998,0.0,0.15394211513562514,0.0,0.0,1.0,0.3115060481389588,0.28871864768209543,0.2609353148374435,0.1096529292266668,0.12155726160457071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010081466489758524
14,0.0,0.0,0.03224836198214052,0.0,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.34242128775930897,0.3208791612446915,0.2942372435381093,0.13027219210371657,0.14251787967327767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006867650035446673
15,0.11085602010305572,0.0,0.12657746189759458,0.18545518124091445,0.06521637863339456,0.0,0.06456722005165905,0.23448791139735994,0.0,0.8464,0.22241894784554422,0.21527086951943283,0.20790037973154007,0.05260460705797507,0.05574499016112145,0.0,0.0,0.0,0.0,0.0,0.14553050145410493,0.3881311173821123,0.0,0.06966115946102076
16,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.06862559328508357,0.0,0.03448625644344941,0.0,0.0337716460830931,0.0,0.0,1.0,0.13381890411978944,0.12033111672691389,0.1048451204842726,0.02128749675355793,0.02462856103480982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05055295960170153
18,0.0,0.0,0.022250325908972746,0.0,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.34242128775930897,0.3208791612446915,0.2942372435381093,0.13027219210371657,0.14251787967327767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004714577258196725
19,0.0,0.0,0.1444195315379553,0.0,0.04344469078051339,0.0,0.04275789069117406,0.0,0.0,1.0,0.1509922463269308,0.13598089810813582,0.11868914874474186,0.027029533251098588,0.03119838233681972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08885198494386297
20,0.0,0.0,0.04514072919761284,0.0,0.03703314235277381,0.0,0.036327129159633396,0.0,0.0,1.0,0.13887815250023597,0.12493380074679122,0.10890891851983352,0.022910373755245215,0.02648865837792376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03263393205076081
21,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.03983649605883657,0.0,0.10854186339709705,0.0,0.10781788554055723,0.0,0.0,1.0,0.24957638613537622,0.2278667930890431,0.202129852741493,0.07213424485382247,0.08159351483700161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014708160225396791
23,0.0,0.0,0.015275490217996098,0.0,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.34242128775930897,0.3208791612446915,0.2942372435381093,0.13027219210371657,0.14251787967327767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003228953284037242
24,0.0,0.0,0.0,0.3396022793895221,0.19895013197683714,0.0,0.19685412143262593,0.0,0.0,1.0,0.3885858179374742,0.376398646662765,0.36406300232898936,0.1604234364116869,0.16992964843822497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.04816475236990371,0.0,0.12100431478541303,0.0,0.12021341986519019,0.0,0.0,1.0,0.2662474889012066,0.24391473239902922,0.21725832029562575,0.0816297719749539,0.09189713402920507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016341195030937287
26,0.11941792269702863,0.0,0.11226095238554731,0.1155379963480163,0.04164321121567452,0.0,0.04095136884177841,0.25922402652416254,0.0,0.7901234567901234,0.16622831262110202,0.15748991445903923,0.14818704808210809,0.0304482606726272,0.033255076381310034,0.0,0.0,0.0,0.0,0.0,0.16845554484582909,0.4125381987320669,0.0,0.07306600484696153
27,0.0,0.0,0.03404897772542231,0.3143822387675507,0.17727155941250808,0.0,0.17578288571546938,0.0,0.0,1.0,0.36562495681259843,0.3540251536087824,0.34226077574057123,0.142143115567286,0.15071881021729946,0.0,0.0,0.0,0.0,0.0,0.0,0.21664311009487136,0.0,0.0072592328007866965
28,0.0,0.0,0.03106498855325987,0.0,0.13629308035248514,0.0,0.13538518935581206,0.0,0.0,1.0,0.28649404220735036,0.2637024389498815,0.23625057008721279,0.09378847157241989,0.10491159530394518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009337557811712865
