,Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,ExitRatesImpute,totalFracAdmin,totalFracInfo,totalFracProd,BounceExitAvg,BounceExitW1,BounceExitW2,BounceExitW3,BounceExitW4,BouncePageRatio,ExitPageRatio,InfoPageRatio,ProdRelPageRatio,InfoBounceRatio,AdminBounceRatio,ProdRelBounceRatio,InfoExitRatio,ProdRelExitRatio
0,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.0,0.0,1.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,6.990787695343305,0.0,0.04027779205939238,0.0,0.03997739910109393,0.0,0.0,1.0,0.16212293660747631,0.15130061786517426,0.1378839518476504,0.17135428505049796,0.1795481164738767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.184084750336307
2,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.0,0.0,1.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1.5132040800702935,0.1505992579787027,0.043424983550010704,0.0,0.043044575317821895,0.0,0.0,1.0,0.17978342859137575,0.1737134123453071,0.1674910672069928,0.18570016167889733,0.1914897130141353,0.0,0.0,0.0,0.0,0.0,0.0,1.3836068910434487,0.0,3.9688223011254893
4,0.0,0.0,14.7274900366126,0.11860733174194178,0.03010662760387271,0.0,0.029966050193301473,0.0,0.0,1.0,0.14792203339390445,0.1423198017442834,0.13650503099112782,0.15332939315579125,0.1585679729379147,0.0,0.0,0.0,0.0,0.0,0.0,1.698486386371725,0.0,24.6860516988889
5,0.0,0.0,9.495666630976768,0.10913322129313312,0.01886758235991145,0.0,0.0188191416060907,0.0,0.0,1.0,0.12333405445362658,0.12037610508703406,0.11737089785026707,0.12623669932671638,0.12908597194238464,0.0,0.0,0.0,0.0,0.0,0.0,1.6582836782213617,0.0,21.155301172006677
6,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.0,0.0,1.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.3278417903194718,0.0,0.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,5.677202570309872,0.0,0.04027779205939238,0.0,0.03997739910109393,0.0,0.0,1.0,0.16212293660747631,0.15130061786517426,0.1378839518476504,0.17135428505049796,0.1795481164738767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526404492836567
9,0.0,0.0,15.448845544505327,0.0,0.017483001215612384,0.0,0.017441973459486455,0.0,0.0,1.0,0.09732512265316828,0.08807647323195476,0.07731361312529957,0.10552834427601071,0.1129646151105591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.449369907285497
10,0.0,0.0,12.81117835913319,0.0,0.034737995611130744,0.0,0.03453733893334422,0.0,0.0,1.0,0.14582563107642108,0.13455181189881443,0.12087932465768977,0.1555486428593095,0.16420763678167766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.87900337826933
11,0.0,0.0,12.936268429649347,0.11602552390567947,0.019590877331037232,0.0,0.019538268390911395,0.0,0.0,1.0,0.12785447770207112,0.1252992559932679,0.12270587827978796,0.13036139323763016,0.13282161150574445,0.0,0.0,0.0,0.0,0.0,0.0,1.6863842492944816,0.0,25.95483252793214
12,0.0,0.0,11.519995752146599,0.0,0.02108060461811099,0.0,0.021018742411909888,0.0,0.0,1.0,0.10796786978302923,0.09801037671650241,0.08634540224183503,0.1167568641972059,0.12469666907710578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3837230761137
13,0.0,0.0,8.139335998348896,0.0,0.034737995611130744,0.0,0.03453733893334422,0.0,0.0,1.0,0.14582563107642108,0.13455181189881443,0.12087932465768977,0.1555486428593095,0.16420763678167766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.03432360143735
14,0.0,0.0,7.147154695799537,0.0,0.04027779205939238,0.0,0.03997739910109393,0.0,0.0,1.0,0.16212293660747631,0.15130061786517426,0.1378839518476504,0.17135428505049796,0.1795481164738767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.377768325301824
15,3.2581522387721256,0.0,19.513116575501673,0.08457319199472593,0.013647065280885145,0.0,0.013622945669930595,0.23448791139735994,0.0,0.8464,0.10163797786958946,0.09835355161161922,0.0949715697171545,0.1048293182846223,0.10793544688172332,0.0,0.0,0.0,0.0,0.0,2.695994014506137,1.753440059314692,0.0,38.491164076745044
16,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.0,0.0,1.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,12.1765914786706,0.0,0.007060065843384376,0.0,0.007053960320146269,0.0,0.0,1.0,0.060293361274380716,0.05415598240389352,0.04712732523563436,0.06580351275411842,0.07084360932397757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.241189868280166
18,0.0,0.0,5.357937929446981,0.0,0.04027779205939238,0.0,0.03997739910109393,0.0,0.0,1.0,0.16212293660747631,0.15130061786517426,0.1378839518476504,0.17135428505049796,0.1795481164738767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11407737654207
19,0.0,0.0,22.906004019979765,0.0,0.008950065765210471,0.0,0.008940102301719747,0.0,0.0,1.0,0.06817413040277992,0.061310030537592146,0.053428502611170506,0.07432431225077306,0.07994126144916348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.80047614516972
20,0.0,0.0,9.108782062694804,0.0,0.00759494188158022,0.0,0.00758784585214717,0.0,0.0,1.0,0.0626097783124317,0.056255940090286144,0.0489740738716167,0.06831105265705566,0.07352373877979672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.15103387330988
21,0.0,0.0,0.0,0.16484785086604015,0.045231081536530125,0.0,0.04478802402249243,0.0,0.0,1.0,0.1863583205063278,0.1808634727273952,0.17536005817815498,0.19177801850717832,0.1971121664820038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
